provider,supplier_file,sheet,supplier_title,supplier_artist,matched_term,matched_identifier,match_type
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanhã,"Reginaldo Rossi,Roberta Miranda",AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malandramente,"Dennis Dj,Nandinho,Nego Bam",MALANDRAMENTE,T-308.115.009-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanhã,"Reginaldo Rossi,Roberta Miranda",AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Combate,"Aldair Playboy,Mc Wm",COMBATE,T-306.803.836-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcará,Personagem Juma,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Combate,"Aldair Playboy,Mc Wm",COMBATE,T-306.803.836-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malandramente,"Dennis Dj,Nandinho,Nego Bam",MALANDRAMENTE,T-308.115.009-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Até O Fim,"Banda Mahi,Markinho Duran",ATE O FIM,T-042.023.019-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Eu Vou,"Fábio Brazza,Txéllo",EU VOU,T-040.469.531-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terrorista,Sirena,TERRORISTA,T-932.265.309-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malandramente,"Dennis Dj,Nandinho,Nego Bam",MALANDRAMENTE,T-308.115.009-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Combate,"Aldair Playboy,Mc Wm",COMBATE,T-306.803.836-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,De Novo,Vitor Kley,DE NOVO,T-319.876.158-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Era Uma Vez,Sandy & Junior,ERA UMA VEZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maliciosa,Ludmilla,MALICIOSA,T-308.115.017-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sentou E Gostou,"Dj Rd,Mc Jottapê,Mc M10",SENTOU E GOSTOU,T-303.761.734-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Eu Vou Sentar,"Melody,Nattan",EU VOU SENTAR,T-305.267.256-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,De Novo,Vitor Kley,DE NOVO,T-319.876.158-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Eu Vou Sentar,"Melody,Nattan",EU VOU SENTAR,T-305.267.256-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,São Paulo,"Anitta,Weeknd, The",SÃO PAULO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malandramente,"Dennis Dj,Nandinho,Nego Bam",MALANDRAMENTE,T-308.115.009-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,São Paulo,"Anitta,Weeknd, The",SÃO PAULO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Final Feliz,Plateia: Márcia Rosa,FINAL FELIZ,T-315.996.147-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Treme Treme,"As Gêmeas Lacração,Mc Loma",TREME TREME,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Me Gusta,"Anitta,Cardi B,Myke Towers",ME GUSTA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pedra,Technobrass,PEDRA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Dna,"Kills, The",DNA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pedra,Technobrass,PEDRA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Dna,"Kills, The",DNA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pedra,Technobrass,PEDRA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Dna,"Kills, The",DNA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc João,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,De Novo,Vitor Kley,DE NOVO,T-319.876.158-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Socadona,Participantes,SOCADONA,T-305.217.548-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Socadona,Participantes,SOCADONA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Praia,Murilo Huff,PRAIA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maravilhosa,Banda,MARAVILHOSA,T-306.797.414-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sexto Sentido,Joao Lucas,SEXTO SENTIDO,T-039.311.527-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Balanco,Nacao Zumbi,BALANCO,T-039.828.191-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Ricky Martin,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ei Moto Taxi,"Dj Dn O Astro,Dj Mts,Mc Monik Do Pix",EI MOTO TAXI,T-330.716.394-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,A Danca,Mc Hariel,A DANÇA,T-309.492.339-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Me Chama,Lobao,ME CHAMA,T-311.953.645-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pocoto,Mc Serginho,POCOTÓ,T-306.794.969-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Participante,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Era Uma Vez,Sandy E Junior,ERA UMA VEZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amanha,Roberta Miranda,AMANHÃ,T-307.004.953-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tubaroes,Diego & Victor Hugo,TUBAROES,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Poc Poc,Pedro Sampaio,POC POC,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vida,Bruna Viola,VIDA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mascara,Pitty,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tubaroes,Diego & Victor Hugo,TUBAROES,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ei Moto Taxi,"Dj Fabricio Satisfaction,Dj Luan Indiscutível,Mc Monik Do Pix",EI MOTO TAXI,T-330.716.394-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Personagem Juma,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Personagem Juma,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Criminal,Britney Spears,CRIMINAL,T-932.737.486-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Cacau Protasio,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc Joao,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Belo,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Criminal,Britney Spears,CRIMINAL,T-932.737.486-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Espelho,Chico Chico,ESPELHO,T-931.652.333-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Espelho,Chico Chico,ESPELHO,T-335.571.845-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Opiniao,Samantha Schmutz,OPINIÃO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Participantes Bbb 25,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sou Eu,Ludmilla,SOU EU,T-042.615.532-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Blondie,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Blondie,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Poc Poc,Pedro Sampaio,POC POC,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Banho De Espuma,Elenco,BANHO DE ESPUMA,T-311.604.310-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,America,Elenco,AMERICA,T-039.497.748-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aurora,Elenco,AURORA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,America,Elenco,AMERICA,T-039.497.748-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,America,Elenco,AMERICA,T-039.497.748-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Colecao,Cassiano,COLEÇÃO,T-039.611.379-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo Com Voce,"Leo,Victor",TUDO COM VOCE,T-039.134.796-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pocoto,Mc Serginho,POCOTÓ,T-306.794.969-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Nada Mudou,"Daniel,Luan Pereira,Rionegro,Solimoes",NADA MUDOU,T-039.544.550-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Belo,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Belo,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Momento,Não Identificado,MOMENTO,T-039.828.196-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rosa,Não Identificado,ROSA,T-039.167.643-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Identidade,Jorge Aragao,IDENTIDADE,T-039.497.763-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Samba 90 Graus,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vamos Fugir,Banda Lucio Mauro E Filhos,VAMOS FUGIR,T-305.415.581-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vamos Fugir,Elenco,VAMOS FUGIR,T-305.415.581-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Iza,Jota Quest",BRISA,T-315.799.145-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Iza,Jota Quest",BRISA,T-316.180.981-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,"Iza,Jota Quest",BRISA,T-326.766.166-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Amigo,"Banda Lucio Mauro E Filhos,Elenco",AMIGO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fetiche,Baco Exu Do Blues,FETICHE,T-316.009.896-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mudancas,Vanusa,MUDANÇAS,T-307.298.915-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Poc Poc,Pedro Sampaio,POC POC,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aquarela,Toquinho,AQUARELA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sereia,Lulu Santos,SEREIA,T-316.183.205-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sereia,Lulu Santos,SEREIA,T-324.241.294-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Anonimos,DESAFIO,T-040.453.293-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Desafio,Anonimos,DESAFIO,T-312.554.786-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aurora Boreal,Rael,AURORA BOREAL,T-931.652.334-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Anjos,Gabz,ANJOS,T-307.003.484-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Zeca Pagodinho,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Esse Cara Sou Eu,Roberto Carlos,ESSE CARA SOU EU,T-327.279.701-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Matue,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Matue,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Teto De Vidro,Pitty,TETO DE VIDRO,T-321.537.364-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Zeca Pagodinho,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,O Vento,Djavan,O VENTO,T-039.311.309-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Samurai,Djavan,SAMURAI,T-300.960.761-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Se,Djavan,SE,T-306.925.949-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sou Eu,Ludmilla,SOU EU,T-042.615.532-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Fábio Jr,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fim De Ano,"Dona Jo (Catarina Abdala),Ferdinando (Marcus Majella)",FIM DE ANO,T-322.186.020-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Oracao,Leo Fressato,ORACAO,T-040.521.423-4,title_only
